,adview,views,likes,dislikes,comment,published,dur_sec,category_A,category_B,category_C,category_D,category_E,category_G,category_H
2597,2,320128.0,2631.0,118.0,350.0,2016-07-17,751,0,0,0,0,1,0,0
2598,4124,8847.0,188.0,2.0,66.0,2016-06-09,308,0,0,0,0,0,1,0
2599,8,377464.0,840.0,123.0,33.0,2013-12-31,10205,0,0,0,1,0,0,0
2600,2,43188.0,255.0,7.0,270.0,2013-06-13,261,0,0,0,1,0,0,0
2601,5,126904.0,365.0,52.0,17.0,2013-07-16,269,0,0,0,0,0,0,0
2602,4,1656.0,2.0,0.0,0.0,2013-07-02,758,0,0,0,1,0,0,0
2603,4,74025.0,245.0,47.0,7.0,2012-12-28,217,0,0,1,0,0,0,0
2604,1,2590.0,2.0,0.0,0.0,2016-01-18,9480,0,0,0,1,0,0,0
2605,6,4348654.0,15299.0,11579.0,10615.0,2016-02-25,252,0,0,0,1,0,0,0
2606,12,3046635.0,1558.0,1080.0,357.0,2016-05-18,122,0,0,0,1,0,0,0
2607,1,2191182.0,1355.0,1106.0,,2016-11-10,76,0,0,0,1,0,0,0
2608,2,34646.0,529.0,26.0,57.0,2016-11-05,133,0,0,0,1,0,0,0
2609,2,171810.0,1570.0,117.0,137.0,2016-06-22,33,0,0,0,1,0,0,0
2610,1,177532.0,353.0,161.0,153.0,2016-09-10,412,0,0,0,0,0,0,1
2611,1,566706.0,161.0,62.0,7.0,2013-06-06,108,0,0,0,1,0,0,0
2612,1,72900.0,80.0,8.0,2.0,2016-09-27,120,0,0,0,1,0,0,0
2613,12,1456274.0,3942.0,862.0,379.0,2016-07-23,248,0,0,0,1,0,0,0
2614,2,186.0,1.0,1.0,0.0,2015-10-15,81,0,0,0,0,0,0,1
2615,3,659684.0,9387.0,1967.0,3243.0,2016-08-28,497,0,0,0,1,0,0,0
2616,1,51675.0,136.0,18.0,26.0,2016-09-02,1381,0,0,0,1,0,0,0
2617,2,126560.0,586.0,20.0,112.0,2013-10-09,349,1,0,0,0,0,0,0
2618,21,23581.0,18.0,3.0,0.0,2014-04-22,60,0,0,0,1,0,0,0
2619,1,66296.0,143.0,7.0,4.0,2014-11-18,834,0,0,0,1,0,0,0
2620,2,680572.0,10061.0,426.0,833.0,2017-01-26,2871,0,0,0,0,0,0,1
2621,48,1258346.0,1916.0,221.0,170.0,2011-08-13,427,0,0,0,1,0,0,0
2622,1,22885.0,38.0,12.0,0.0,2013-07-16,838,0,0,0,1,0,0,0
2623,4,383530.0,450.0,118.0,79.0,2012-08-31,7829,0,0,0,0,1,0,0
2624,2,162112.0,950.0,13.0,48.0,2016-01-25,128,0,0,0,0,0,1,0
2625,5,565700.0,3129.0,200.0,678.0,2015-07-03,584,0,0,0,1,0,0,0
2626,23,27232.0,112.0,9.0,7.0,2016-08-23,567,0,0,0,1,0,0,0
2627,3,23297.0,174.0,7.0,6.0,2014-01-04,4233,0,0,0,0,0,1,0
2628,2,105689.0,651.0,17.0,118.0,2016-09-27,155,0,0,0,1,0,0,0
2629,18,214442.0,1157.0,71.0,173.0,2016-08-23,203,0,0,0,1,0,0,0
2630,1,267.0,1.0,0.0,0.0,2016-12-30,35,0,0,0,1,0,0,0
2631,4501,190383.0,700.0,14.0,47.0,2015-07-09,209,0,0,0,0,0,1,0
2632,1,103065.0,125.0,12.0,19.0,2012-08-19,236,1,0,0,0,0,0,0
2633,3,1318181.0,9500.0,827.0,6397.0,2015-09-11,714,0,0,0,1,0,0,0
2634,3,22792.0,16.0,10.0,4.0,2014-04-14,6788,0,0,0,0,1,0,0
2635,1,13909.0,73.0,3.0,5.0,2012-09-26,151,0,0,0,0,0,1,0
2636,1,180427.0,264.0,41.0,82.0,2016-04-19,228,1,0,0,0,0,0,0
2637,2,225025.0,1256.0,68.0,430.0,2016-06-30,356,0,0,0,0,0,0,0
2638,1,43277.0,130.0,15.0,1.0,2012-09-10,175,0,0,1,0,0,0,0
2639,11,15639.0,52.0,0.0,7.0,2016-07-02,189,0,0,0,0,0,0,0
2640,1,197853.0,264.0,36.0,14.0,2014-05-30,7523,0,0,0,1,0,0,0
2641,1,546812.0,625.0,28.0,117.0,2012-03-21,297,0,0,0,0,0,1,0
2642,1,46136.0,35.0,23.0,,2016-09-21,1024,0,0,0,1,0,0,0
2643,1,500908.0,5135.0,109.0,1403.0,2016-05-13,274,0,0,0,1,0,0,0
2644,2,1525648.0,3342.0,616.0,255.0,2013-12-15,223,0,0,0,1,0,0,0
2645,5,3929310.0,2435.0,1605.0,313.0,2014-11-14,346,0,0,0,1,0,0,0
2646,8,633665.0,6109.0,142.0,929.0,2016-08-13,700,0,0,0,0,0,0,0
2647,1,64983.0,211.0,10.0,30.0,2016-08-16,3600,0,0,0,1,0,0,0
2648,12,25337.0,343.0,7.0,17.0,2016-11-23,268,0,0,0,0,0,1,0
2649,17,545876.0,377.0,82.0,10.0,2012-06-16,182,0,0,0,1,0,0,0
2650,9,508831.0,1081.0,103.0,177.0,2013-05-10,2115,0,0,0,1,0,0,0
2651,8,533990.0,1246.0,242.0,889.0,2015-09-04,945,0,0,0,1,0,0,0
2652,1,5917.0,15.0,1.0,3.0,2014-01-01,699,0,0,0,0,0,1,0
2653,1,450.0,3.0,6.0,3.0,2014-05-06,148,0,0,0,1,0,0,0
2654,2,1870381.0,9027.0,501.0,134.0,2014-06-15,254,0,0,0,1,0,0,0
2655,2,43796.0,41.0,9.0,9.0,2011-12-15,31,0,0,0,1,0,0,0
2656,6,2135372.0,4783.0,488.0,195.0,2015-07-16,8782,0,0,0,0,1,0,0
2657,1,8573.0,109.0,4.0,8.0,2016-04-12,188,0,0,0,1,0,0,0
2658,1,541821.0,6633.0,170.0,606.0,2015-10-08,471,0,0,0,1,0,0,0
2659,1,641909.0,6569.0,292.0,501.0,2016-04-01,673,0,0,0,0,0,0,0
2660,2,46358.0,179.0,14.0,33.0,2016-08-20,425,0,0,0,0,1,0,0
2661,11,1257293.0,12501.0,499.0,2069.0,2016-08-13,444,0,1,0,0,0,0,0
2662,1,297991.0,321.0,50.0,137.0,2011-12-14,143,0,1,0,0,0,0,0
2663,1,103608.0,168.0,31.0,24.0,2015-10-02,9707,0,0,0,1,0,0,0
2664,1,20204.0,35.0,12.0,7.0,2014-06-24,7151,0,0,0,0,1,0,0
2665,4,131535.0,186.0,8.0,13.0,2012-02-06,495,0,0,0,1,0,0,0
2666,1,3080.0,10.0,0.0,0.0,2013-01-05,745,0,0,0,1,0,0,0
2667,1,119860.0,1701.0,64.0,477.0,2015-10-17,104,0,0,0,0,1,0,0
2668,27,599024.0,4898.0,244.0,825.0,2016-05-15,353,0,0,0,0,0,0,0
2669,1,92532.0,1101.0,37.0,65.0,2016-04-26,359,0,0,0,0,0,0,0
2670,2,1100572.0,2255.0,286.0,145.0,2015-10-28,317,0,0,0,1,0,0,0
2671,2,7243.0,19.0,6.0,2.0,2013-09-23,191,0,0,0,1,0,0,0
2672,2,8287.0,7.0,6.0,0.0,2015-07-04,1985,0,0,0,0,1,0,0
2673,1,5383.0,8.0,4.0,2.0,2013-12-14,232,0,0,0,0,0,0,0
2674,1,63494.0,39.0,10.0,0.0,2013-11-07,794,0,0,0,1,0,0,0
2675,15,2741471.0,3428.0,662.0,266.0,2016-05-10,81,0,0,0,1,0,0,0
2676,1,870829.0,1954.0,345.0,181.0,2014-06-23,530,0,0,0,1,0,0,0
2677,4,83975.0,662.0,37.0,132.0,2015-06-18,410,0,0,0,0,0,0,0
2678,1,96322.0,659.0,74.0,56.0,2016-11-09,131,0,0,0,1,0,0,0
2679,2,193010.0,162.0,95.0,18.0,2015-08-18,8109,0,0,0,1,0,0,0
2680,1,519039.0,2121.0,105.0,446.0,2014-10-20,301,0,0,0,1,0,0,0
2681,4,106741.0,59.0,24.0,,2016-06-03,1809,0,0,0,1,0,0,0
2682,1,131038.0,919.0,12.0,62.0,2015-07-20,213,0,0,0,0,0,1,0
2683,2,5354.0,25.0,1.0,1.0,2014-03-18,191,0,0,0,1,0,0,0
2684,1,419508.0,429.0,50.0,66.0,2013-07-12,275,0,0,0,0,0,1,0
2685,1,2388797.0,3027.0,1131.0,261.0,2016-11-25,317,0,0,0,1,0,0,0
2686,6,1224480.0,1389.0,387.0,129.0,2013-01-08,5232,0,0,0,0,1,0,0
2687,1,58465.0,312.0,4.0,99.0,2013-04-28,130,0,0,0,1,0,0,0
2688,9994,13782.0,35.0,1.0,1.0,2015-04-09,82,0,0,0,1,0,0,0
2689,4,1887060.0,1900.0,371.0,111.0,2015-03-04,5052,0,0,0,0,1,0,0
2690,5,763127.0,204.0,112.0,6.0,2014-09-01,439,0,0,0,0,1,0,0
2691,1,74476.0,145.0,19.0,91.0,2016-09-01,351,0,0,0,1,0,0,0
2692,8,467960.0,960.0,56.0,215.0,2014-03-31,514,0,0,0,1,0,0,0
2693,1,1540659.0,20339.0,838.0,2953.0,2016-07-01,356,0,0,0,1,0,0,0
2694,1,3685.0,18.0,3.0,0.0,2014-11-05,279,0,0,0,1,0,0,0
2695,1,1845.0,4.0,1.0,0.0,2012-10-04,159,0,0,0,0,0,0,0
2696,1,342992.0,318.0,40.0,10.0,2016-09-21,210,0,0,0,1,0,0,0
2697,2,192074.0,1308.0,200.0,1740.0,2016-07-28,477,0,1,0,0,0,0,0
2698,1,281561.0,139.0,21.0,31.0,2015-05-15,60,1,0,0,0,0,0,0
2699,1,117.0,0.0,0.0,0.0,2015-08-01,1373,0,0,0,0,1,0,0
2700,1,24282.0,502.0,9.0,57.0,2016-10-21,685,0,0,0,1,0,0,0
2701,2,59465.0,40.0,7.0,1.0,2014-12-05,615,0,0,0,1,0,0,0
2702,13202,14021.0,7.0,0.0,0.0,2016-03-16,294,0,0,0,0,0,0,0
2703,4,270075.0,1392.0,98.0,90.0,2015-03-28,3813,0,0,0,0,0,1,0
2704,1,122037.0,116.0,53.0,3.0,2015-04-24,84,0,0,0,0,1,0,0
2705,8,1512.0,1.0,1.0,0.0,2015-09-30,46,0,0,0,1,0,0,0
2706,1,142492.0,115.0,60.0,12.0,2016-10-02,681,0,0,0,0,1,0,0
2707,4,419299.0,332.0,86.0,22.0,2013-11-23,38,0,0,0,1,0,0,0
2708,1,1445023.0,1079.0,249.0,687.0,2015-09-29,261,0,0,0,0,0,0,1
2709,1,30247.0,78.0,7.0,0.0,2016-02-20,2080,0,0,0,1,0,0,0
2710,2,4314.0,51.0,7.0,2.0,2014-09-17,174,0,0,0,1,0,0,0
2711,3,1024113.0,7250.0,235.0,292.0,2014-11-01,562,0,0,0,1,0,0,0
2712,1,45039.0,227.0,13.0,91.0,2013-02-23,1196,1,0,0,0,0,0,0
2713,1,610.0,1.0,0.0,0.0,2013-03-09,29,0,0,0,1,0,0,0
2714,2,19170.0,85.0,2.0,12.0,2014-03-06,217,0,0,0,1,0,0,0
2715,1,1004816.0,5240.0,357.0,1954.0,2015-01-24,151,0,0,0,0,0,0,0
2716,2,11836.0,93.0,10.0,34.0,2016-09-25,165,0,0,0,1,0,0,0
2717,11,1001683.0,1087.0,234.0,41.0,2013-02-25,2267,0,0,0,1,0,0,0
2718,1,267211.0,423.0,101.0,213.0,2016-04-18,641,0,0,0,1,0,0,0
2719,1,56421.0,114.0,4.0,21.0,2014-09-02,1384,0,0,0,0,0,0,1
2720,7,2559794.0,17328.0,780.0,1230.0,2015-04-04,351,0,1,0,0,0,0,0
2721,3,28368.0,241.0,13.0,29.0,2013-09-17,269,0,0,0,0,0,1,0
2722,1,745.0,3.0,2.0,1.0,2014-04-29,33,0,1,0,0,0,0,0
2723,1,6461.0,19.0,6.0,3.0,2016-12-25,26,0,0,0,0,1,0,0
2724,2,162019.0,428.0,111.0,260.0,2016-08-17,361,0,0,0,0,0,0,1
2725,1,8826.0,79.0,10.0,25.0,2010-10-07,165,0,0,0,1,0,0,0
2726,26697,37808.0,,,2.0,2016-12-31,31,0,0,0,1,0,0,0
2727,1,6154.0,32.0,2.0,0.0,2013-12-30,344,0,0,0,1,0,0,0
2728,6,4274.0,9.0,16.0,2.0,2014-04-22,68,0,1,0,0,0,0,0
2729,2,843.0,30.0,0.0,2.0,2016-07-29,338,0,0,0,1,0,0,0
2730,24,831160.0,1764.0,443.0,224.0,2014-09-15,24537,0,0,0,0,0,1,0
2731,2,801753.0,1487.0,340.0,67.0,2016-06-29,752,0,0,0,1,0,0,0
2732,2,341967.0,724.0,70.0,35.0,2016-08-11,142,0,0,0,0,0,1,0
2733,2,343635.0,260.0,56.0,5.0,2010-08-09,603,0,0,0,1,0,0,0
2734,1,11753.0,8.0,3.0,1.0,2014-01-22,239,0,0,0,1,0,0,0
2735,1,33449.0,197.0,3.0,8.0,2011-04-25,282,0,0,0,0,0,1,0
2736,2,3449.0,5.0,2.0,0.0,2016-06-11,21,0,0,0,0,1,0,0
2737,1,59589.0,1230.0,26.0,33.0,2016-07-27,634,0,0,0,1,0,0,0
2738,1,3000.0,4.0,0.0,0.0,2016-03-02,90,0,0,0,1,0,0,0
2739,1,57841.0,292.0,28.0,20.0,2016-08-27,179,0,0,0,1,0,0,0
2740,1,67000.0,139.0,5.0,109.0,2006-11-13,186,0,0,0,1,0,0,0
2741,2,994329.0,2856.0,408.0,1760.0,2015-08-14,195,0,0,0,0,0,0,0
2742,50,880269.0,4137.0,126.0,361.0,2011-01-08,219,0,0,0,0,0,1,0
2743,1,1784.0,7.0,0.0,0.0,2011-07-23,389,0,0,0,1,0,0,0
2744,5,1386.0,2.0,1.0,0.0,2016-04-05,16,0,0,0,0,1,0,0
2745,5,71893.0,532.0,7.0,62.0,2014-09-18,2996,0,0,0,1,0,0,0
2746,1,33075.0,155.0,61.0,38.0,2015-03-11,295,1,0,0,0,0,0,0
2747,14,6426391.0,16678.0,1293.0,1266.0,2016-07-18,334,0,0,0,0,0,1,0
2748,3,352106.0,339.0,100.0,157.0,2013-02-18,2275,0,0,0,1,0,0,0
2749,3,316440.0,939.0,49.0,85.0,2014-05-09,1698,0,0,0,1,0,0,0
2750,1,565338.0,8876.0,317.0,286.0,2015-08-26,252,0,0,0,0,0,0,0
2751,1,9835.0,152.0,3.0,43.0,2014-04-22,429,0,0,0,1,0,0,0
2752,1,1509.0,22.0,0.0,5.0,2016-09-13,211,0,0,0,0,0,1,0
2753,2,836405.0,2899.0,390.0,339.0,2015-10-21,426,0,0,0,1,0,0,0
2754,1,79141.0,15.0,22.0,0.0,2013-11-21,123,0,0,0,1,0,0,0
2755,10,134419.0,371.0,11.0,64.0,2010-10-24,161,0,0,0,0,0,1,0
2756,1,114073.0,908.0,15.0,64.0,2016-05-19,229,0,0,0,0,0,1,0
2757,1,115014.0,418.0,13.0,77.0,2016-10-28,61,0,0,0,1,0,0,0
2758,4,576769.0,5437.0,238.0,1155.0,2015-10-31,354,0,0,0,1,0,0,0
2759,1,111783.0,71.0,13.0,11.0,2016-01-03,304,0,0,0,1,0,0,0
2760,1,96636.0,57.0,24.0,0.0,2015-01-19,6970,0,0,0,1,0,0,0
2761,1,110972.0,113.0,13.0,4.0,2015-10-17,6794,0,0,0,1,0,0,0
2762,84,1504625.0,986.0,526.0,83.0,2016-07-14,1033,0,0,0,0,1,0,0
2763,2,7244.0,24.0,13.0,3.0,2015-05-23,4727,0,0,0,0,1,0,0
2764,1,66804.0,1024.0,10.0,82.0,2016-09-15,199,0,0,0,0,0,1,0
2765,2,35367.0,146.0,5.0,14.0,2014-01-13,212,0,0,0,1,0,0,0
2766,6,67638.0,345.0,29.0,35.0,2014-01-28,315,0,0,0,0,0,1,0
2767,1,16382.0,188.0,4.0,29.0,2013-06-05,541,0,0,0,0,0,0,0
2768,6,5349983.0,40906.0,2782.0,4489.0,2015-07-07,782,0,0,0,1,0,0,0
2769,1,63768.0,719.0,56.0,113.0,2016-07-25,268,0,0,0,1,0,0,0
2770,6,392643.0,384.0,141.0,119.0,2016-08-31,211,0,0,0,1,0,0,0
2771,2,28103.0,70.0,4.0,0.0,2015-01-30,623,0,1,0,0,0,0,0
2772,1,8477.0,14.0,2.0,0.0,2012-05-10,303,0,0,0,0,0,1,0
2773,1,1176071.0,414.0,291.0,18.0,2015-02-28,67,0,0,0,1,0,0,0
2774,27,439.0,1.0,0.0,0.0,2015-07-08,49,0,0,1,0,0,0,0
2775,13,175761.0,337.0,134.0,,2013-03-12,436,1,0,0,0,0,0,0
2776,5,1046579.0,4948.0,1446.0,3493.0,2016-02-05,621,0,0,0,1,0,0,0
2777,20,3778602.0,28570.0,599.0,6569.0,2016-08-03,900,0,1,0,0,0,0,0
2778,9,3374436.0,2469.0,759.0,252.0,2016-08-18,7200,0,0,0,1,0,0,0
2779,864,2712.0,14.0,4.0,1.0,2016-01-19,983,0,0,0,0,1,0,0
2780,1,54460.0,59.0,8.0,16.0,2013-05-12,204,0,0,0,0,0,1,0
2781,8,3292088.0,4006.0,1278.0,,2015-07-14,150,0,0,0,1,0,0,0
2782,1,130866.0,250.0,6.0,11.0,2014-07-27,212,0,0,0,1,0,0,0
2783,1,188658.0,995.0,19.0,586.0,2016-01-10,349,0,0,0,1,0,0,0
2784,5,274824.0,213.0,40.0,36.0,2014-01-22,238,0,0,0,1,0,0,0
2785,1,179183.0,650.0,26.0,63.0,2014-06-27,247,0,0,0,0,0,1,0
2786,4,998563.0,2153.0,397.0,201.0,2016-03-27,335,0,0,0,1,0,0,0
2787,1,1237.0,6.0,0.0,1.0,2011-11-08,180,0,0,1,0,0,0,0
2788,1,68872.0,1117.0,26.0,124.0,2015-06-27,80,0,1,0,0,0,0,0
2789,10,312485.0,2903.0,44.0,172.0,2016-08-27,295,0,0,0,1,0,0,0
2790,4,31697.0,474.0,7.0,36.0,2014-03-11,79,0,0,0,0,0,1,0
2791,6,3650749.0,8037.0,1093.0,260.0,2015-01-23,118,0,0,1,0,0,0,0
2792,1,41716.0,115.0,10.0,6.0,2012-02-18,130,0,0,0,0,0,1,0
2793,1,102531.0,2683.0,41.0,1196.0,2016-12-10,65,0,1,0,0,0,0,0
2794,1,23202.0,32.0,1.0,10.0,2011-06-24,640,0,0,0,0,1,0,0
2795,2,619795.0,8175.0,997.0,1188.0,2016-07-12,391,0,0,0,0,0,0,0
2796,3,1127.0,2.0,3.0,1.0,2017-01-24,633,0,0,0,1,0,0,0
2797,1,688867.0,4093.0,471.0,1279.0,2015-09-11,225,0,1,0,0,0,0,0
2798,6,281492.0,416.0,55.0,15.0,2011-05-02,566,0,0,0,1,0,0,0
2799,2,644534.0,2190.0,125.0,229.0,2016-02-25,221,0,1,0,0,0,0,0
2800,1,99516.0,285.0,132.0,63.0,2013-09-13,221,0,0,0,0,1,0,0
2801,1,182035.0,1907.0,128.0,1062.0,2015-11-07,276,0,0,0,1,0,0,0
2802,1,289954.0,148.0,20.0,24.0,2011-06-07,108,0,0,0,1,0,0,0
2803,2,51230.0,365.0,7.0,58.0,2014-12-03,239,0,0,0,1,0,0,0
2804,2,995988.0,1094.0,128.0,158.0,2013-10-31,5279,0,0,0,0,1,0,0
2805,2,36477.0,70.0,8.0,1.0,2016-06-13,1275,0,0,0,1,0,0,0
2806,2,25287.0,68.0,1.0,14.0,2010-10-24,143,0,0,0,0,0,1,0
2807,1,76111.0,68.0,15.0,29.0,2016-03-22,225,0,0,0,1,0,0,0
2808,21,1398715.0,2033.0,400.0,22.0,2015-05-13,78,0,0,0,0,1,0,0
2809,1,3040778.0,17352.0,1353.0,1433.0,2014-09-16,211,0,0,0,1,0,0,0
2810,2,2717877.0,1180.0,661.0,152.0,2013-10-31,4005,0,0,0,0,1,0,0
2811,2,1329267.0,7000.0,136.0,315.0,2014-06-09,175,0,0,0,0,0,1,0
2812,9,51906.0,131.0,23.0,67.0,2016-06-06,4963,0,0,0,0,1,0,0
2813,1,11629.0,151.0,1.0,56.0,2013-03-03,418,0,0,0,0,0,1,0
2814,1,35322.0,1050.0,16.0,55.0,2016-04-29,238,0,0,0,0,1,0,0
2815,1506,4646.0,25.0,1.0,2.0,2015-02-09,282,0,0,0,0,0,1,0
2816,1,198831.0,2912.0,83.0,298.0,2017-03-05,354,0,0,0,1,0,0,0
2817,1,139469.0,567.0,32.0,183.0,2016-09-01,4482,0,0,0,0,0,1,0
2818,6,54013.0,75.0,9.0,99.0,2016-06-02,694,0,0,0,0,1,0,0
2819,3,1441754.0,976.0,674.0,80.0,2015-07-24,109,0,0,0,0,0,0,1
2820,15,483189.0,898.0,100.0,63.0,2013-12-20,2100,0,0,0,1,0,0,0
2821,2,966213.0,4274.0,80.0,321.0,2012-11-25,228,0,0,0,0,0,1,0
2822,1,881236.0,1755.0,122.0,36.0,2014-02-06,161,0,0,0,0,1,0,0
2823,493,1266.0,24.0,1.0,4.0,2016-09-01,273,0,0,0,0,0,1,0
2824,1,6565.0,6.0,0.0,1.0,2011-10-03,315,0,0,0,1,0,0,0
2825,1,71357.0,292.0,10.0,21.0,2014-12-12,866,0,0,0,1,0,0,0
2826,3,972847.0,2418.0,347.0,121.0,2017-03-25,131,0,0,0,1,0,0,0
2827,5,302113.0,606.0,41.0,25.0,2012-10-13,71,0,0,0,0,0,1,0
2828,8,5244086.0,9035.0,1817.0,768.0,2014-03-26,221,0,0,0,1,0,0,0
2829,2023,4295.0,7.0,0.0,1.0,2016-06-29,458,0,0,0,0,0,0,0
2830,1,104235.0,80.0,28.0,2.0,2013-11-06,818,0,0,0,1,0,0,0
2831,5,2257486.0,39165.0,512.0,4648.0,2015-05-15,376,0,1,0,0,0,0,0
2832,4,319491.0,348.0,72.0,53.0,2013-03-08,1112,0,0,0,1,0,0,0
2833,2,420543.0,475.0,56.0,16.0,2016-05-18,376,0,0,0,1,0,0,0
2834,8,257138.0,826.0,46.0,67.0,2011-09-12,959,0,0,0,1,0,0,0
2835,12,401682.0,326.0,82.0,56.0,2013-06-10,1201,0,0,0,1,0,0,0
2836,1,778512.0,2571.0,489.0,1214.0,2015-05-21,206,0,0,0,0,0,0,0
2837,1,204685.0,305.0,210.0,16.0,2016-07-04,82,0,0,0,0,0,1,0
2838,7,367459.0,2063.0,122.0,415.0,2013-04-12,194,0,0,0,0,0,1,0
2839,1,406797.0,2245.0,219.0,94.0,2016-05-05,230,0,0,0,1,0,0,0
2840,7,182348.0,553.0,49.0,39.0,2015-02-03,1331,0,0,0,0,0,1,0
2841,14,4407109.0,8122.0,1708.0,281.0,2013-11-01,69,0,0,0,1,0,0,0
2842,2,1537943.0,10778.0,162.0,1860.0,2015-04-15,373,0,1,0,0,0,0,0
2843,11,283942.0,240.0,104.0,14.0,2013-05-07,221,0,1,0,0,0,0,0
2844,1,76873.0,65.0,3.0,5.0,2010-09-20,541,0,0,0,1,0,0,0
2845,7,41899.0,259.0,3.0,21.0,2015-08-31,370,0,0,0,0,0,1,0
2846,1,289737.0,80.0,42.0,3.0,2011-03-15,8306,0,0,0,0,1,0,0
2847,17,1564089.0,4161.0,741.0,282.0,2016-08-20,278,0,0,0,1,0,0,0
2848,2,3819.0,54.0,7.0,7.0,2013-09-17,221,0,0,0,0,0,0,0
2849,1,884367.0,1079.0,222.0,63.0,2016-12-15,7027,0,0,0,1,0,0,0
2850,1,206435.0,373.0,26.0,3.0,2015-09-20,141,0,0,0,1,0,0,0
2851,2,660426.0,512.0,188.0,97.0,2015-03-31,316,0,0,0,1,0,0,0
2852,1,24192.0,37.0,8.0,13.0,2012-09-03,7669,0,0,0,0,1,0,0
2853,5,167612.0,119.0,32.0,16.0,2013-09-14,333,0,0,0,1,0,0,0
2854,4,912400.0,3392.0,1019.0,2254.0,2015-12-18,703,0,0,0,1,0,0,0
2855,1,230399.0,1045.0,89.0,110.0,2014-05-22,1133,0,0,0,0,0,0,0
2856,8,2430435.0,14096.0,707.0,314.0,2014-12-13,176,0,0,0,1,0,0,0
2857,43,3198899.0,4957.0,387.0,335.0,2016-08-27,337,0,1,0,0,0,0,0
2858,1,910484.0,4061.0,71.0,425.0,2015-04-10,272,0,0,0,0,0,1,0
2859,1,182935.0,94.0,24.0,3.0,2016-09-10,101,0,0,0,1,0,0,0
2860,1,140936.0,261.0,75.0,20.0,2016-03-29,2616,0,0,0,1,0,0,0
2861,1,134442.0,1197.0,32.0,165.0,2014-08-31,1786,0,0,0,0,0,0,0
2862,6,44844.0,181.0,28.0,2.0,2015-06-15,3397,0,0,0,0,0,0,0
2863,46,659672.0,3198.0,85.0,306.0,2011-01-05,253,0,0,0,0,0,1,0
2864,2,180486.0,609.0,142.0,51.0,2015-07-19,963,0,0,0,1,0,0,0
2865,3,641464.0,623.0,104.0,23.0,2015-05-07,106,0,0,0,1,0,0,0
2866,5,116812.0,88.0,23.0,21.0,2016-08-23,634,0,0,0,1,0,0,0
2867,67,1435825.0,6444.0,263.0,628.0,2011-01-05,256,0,0,0,0,0,1,0
2868,21,120265.0,109.0,21.0,3.0,2013-12-26,745,0,0,0,1,0,0,0
2869,1,1452.0,5.0,0.0,0.0,2017-03-03,53,0,0,0,1,0,0,0
2870,30,174882.0,112.0,16.0,7.0,2013-03-26,82,0,0,0,1,0,0,0
2871,12781,19403.0,30.0,9.0,8.0,2015-08-08,54,0,1,0,0,0,0,0
2872,1,66047.0,265.0,12.0,49.0,2015-01-30,1388,0,1,0,0,0,0,0
2873,6,1096972.0,2632.0,416.0,201.0,2016-02-11,76,0,0,0,1,0,0,0
2874,3,734566.0,1207.0,172.0,395.0,2016-03-14,632,0,0,0,0,1,0,0
2875,2,176830.0,181.0,66.0,18.0,2014-05-06,1462,0,0,0,0,1,0,0
2876,2,224436.0,484.0,40.0,621.0,2016-07-20,660,0,0,0,1,0,0,0
2877,3,3017617.0,34083.0,542.0,3006.0,2015-12-12,727,0,0,0,0,1,0,0
2878,1,72275.0,112.0,13.0,18.0,2013-08-02,914,0,0,0,1,0,0,0
2879,1,36190.0,61.0,1.0,6.0,2014-01-10,1069,0,0,0,1,0,0,0
2880,5,224035.0,136.0,26.0,21.0,2012-08-31,140,0,0,0,1,0,0,0
2881,1,524843.0,939.0,63.0,45.0,2013-10-27,284,0,0,0,0,0,1,0
2882,1,105550.0,252.0,28.0,32.0,2016-10-20,276,0,0,0,0,1,0,0
2883,1,220555.0,307.0,11.0,49.0,2010-07-24,404,0,0,0,1,0,0,0
2884,2,79854.0,370.0,25.0,12.0,2016-01-05,1847,0,0,1,0,0,0,0
2885,1,97792.0,288.0,14.0,4.0,2015-01-13,128,0,0,0,0,1,0,0
2886,3,299262.0,3558.0,146.0,700.0,2016-09-06,310,0,1,0,0,0,0,0
2887,1617,9154.0,21.0,3.0,5.0,2017-02-08,309,0,0,0,1,0,0,0
2888,1,1788620.0,10073.0,374.0,652.0,2014-03-02,577,0,1,0,0,0,0,0
2889,2505,165516.0,402.0,16.0,126.0,2015-12-26,913,1,0,0,0,0,0,0
2890,1,101451.0,628.0,10.0,44.0,2016-01-30,162,0,0,0,0,0,1,0
2891,577,131729.0,420.0,33.0,23.0,2013-03-24,216,0,0,0,0,0,1,0
2892,2,91850.0,274.0,66.0,17.0,2013-09-04,216,0,1,0,0,0,0,0
2893,1,23024.0,24.0,3.0,0.0,2014-03-03,1416,0,0,0,1,0,0,0
2894,2,114379.0,305.0,10.0,50.0,2016-09-14,152,0,0,0,1,0,0,0
2895,1,120658.0,226.0,69.0,33.0,2016-12-17,7410,0,0,0,1,0,0,0
2896,3,827201.0,430.0,334.0,50.0,2016-02-23,6094,0,0,0,0,1,0,0
2897,3,438541.0,1021.0,760.0,38.0,2017-02-10,3326,0,0,0,0,1,0,0
2898,1,281122.0,747.0,38.0,36.0,2016-02-27,327,0,0,0,0,0,1,0
2899,1,12911.0,271.0,1.0,125.0,2016-06-02,512,0,1,0,0,0,0,0
2900,12465,21588.0,48.0,4.0,0.0,2015-03-02,156,1,0,0,0,0,0,0
